数据来源部门,业务域,表英文名称,表中文名称,字段英文名称,字段中文名称,字段说明,字段类型,字段长度,是否主键,是否外键,外键关联字段,来源表的英文名称,来源表的中文名称,来源字段的英文名称,来源字段的中文名称,备注
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,mine_name,矿山名称,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,mine_name,矿山名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,mine_type,开采方式,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,mine_type,开采方式,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,mine_scale,设计生产规模,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,mine_scale,设计生产规模,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,area,面积,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,area,面积,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,quality_agency,质量机构负责人,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,quality_agency,质量机构负责人,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,standard,产品标准,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,standard,产品标准,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,form,结构及组成,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,form,结构及组成,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,cert_scope,适用范围,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,cert_scope,适用范围,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,change_date,变更日期,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,change_date,变更日期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,zipcode,邮编,,varchar(20),20,,,,ods_sd_t_certificates,资质证书表,zipcode,邮编,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,attachment,附件,,text,65535,,,,ods_sd_t_certificates,资质证书表,attachment,附件,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,agency,代理人名称,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,agency,代理人名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,other,其他内容,,text,65535,,,,ods_sd_t_certificates,资质证书表,other,其他内容,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,components,主要组成成分,（体外诊断试剂）,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,components,主要组成成分（体外诊断试剂）,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,purpose,预期用途,（体外诊断试剂）,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,purpose,预期用途（体外诊断试剂）,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,storage,产品储存条件及有效期,（体外诊断试剂）,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,storage,产品储存条件及有效期（体外诊断试剂）,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,department,审批部门,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,department,审批部门,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,change_situation,变更情况,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,change_situation,变更情况,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,phone,公司电话,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,phone,公司电话,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,credit,信用等级,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,credit,信用等级,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,continue_date,批准延续日期,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,continue_date,批准延续日期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,extend_date,有效期延续至,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,extend_date,有效期延续至,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,continue_scope,批准延续的认证范围,,text,65535,,,,ods_sd_t_certificates,资质证书表,continue_scope,批准延续的认证范围,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,gmp_version,认证GMP版本,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,gmp_version,认证GMP版本,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,certif_scope,认证范围,,text,65535,,,,ods_sd_t_certificates,资质证书表,certif_scope,认证范围,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,tips,附件2,,text,65535,,,,ods_sd_t_certificates,资质证书表,tips,附件,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,domicile,企业地区名称,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,domicile,企业地区名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,cert_name,资质名称,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,cert_name,资质名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,check_type,检验方式,,varchar(20),20,,,,ods_sd_t_certificates,资质证书表,check_type,检验方式,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,cert_type,食品生产许可获证企业(QS),,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,cert_type,食品生产许可获证企业(QS),
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,approval_no,食品生产许可获证企业(QS)2,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,approval_no,食品生产许可获证企业(QS),
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,product_type,食品类别,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,product_type,食品类别,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,institution_name,日常监督管理机构,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,institution_name,日常监督管理机构,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,people_name,日常监督管理人员,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,people_name,日常监督管理人员,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,signer,签发人,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,signer,签发人,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,compositions,许可明细,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,compositions,许可明细,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,situation,企业状态,,varchar(20),20,,,,ods_sd_t_certificates,资质证书表,situation,企业状态,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,manage_type,监管分类,,varchar(20),20,,,,ods_sd_t_certificates,资质证书表,manage_type,监管分类,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,business_place,经营场所,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,business_place,经营场所,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,change_record,变更记录,,text,65535,,,,ods_sd_t_certificates,资质证书表,change_record,变更记录,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,production_information,产品信息,,text,65535,,,,ods_sd_t_certificates,资质证书表,production_information,产品信息,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,drug_standard_code,分类码,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,drug_standard_code,分类码,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,enterprise_leader,企业负责人2,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,enterprise_leader,企业负责人,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,production,生产地址2,,text,65535,,,,ods_sd_t_certificates,资质证书表,production,生产地址,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,telephone,监督举报电话,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,telephone,监督举报电话,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,approve_time,批准日期,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,approve_time,批准日期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,url,数据源链接,,varchar(500),500,,,,ods_sd_t_certificates,资质证书表,url,数据源链接,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,applicant,申请人,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,applicant,申请人,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,applicant_en,申请人英文名,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,applicant_en,申请人英文名,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,manufacturer_cn,制造商（中文）,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,manufacturer_cn,制造商（中文）,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,manufacturer_en,制造商（英文）,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,manufacturer_en,制造商（英文）,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,product_company_cn,产品公司中文名称,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,product_company_cn,产品公司中文名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,product_company_en,产品公司英文名称,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,product_company_en,产品公司英文名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,product_name_cn,产品中文名称,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,product_name_cn,产品中文名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,product_name_en,产品英文名称,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,product_name_en,产品英文名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,spec,标准,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,spec,标准,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,org_issue_date,首次发证日期,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,org_issue_date,首次发证日期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,state_code,状态码,,varchar(20),20,,,,ods_sd_t_certificates,资质证书表,state_code,状态码,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,cert_change_date,证书变更日期,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,cert_change_date,证书变更日期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,cert_change_reason,证书变更原因,,text,65535,,,,ods_sd_t_certificates,资质证书表,cert_change_reason,证书变更原因,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,accessory,附件3,,text,65535,,,,ods_sd_t_certificates,资质证书表,accessory,附件,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,tag,隐藏标志,,varchar(10),10,,,,ods_sd_t_certificates,资质证书表,tag,隐藏标志,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,reg_no,注册号,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,reg_no,注册号,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,decide_date,决定日期,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,decide_date,决定日期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,result,结果,,text,65535,,,,ods_sd_t_certificates,资质证书表,result,结果,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,reason,事由,,text,65535,,,,ods_sd_t_certificates,资质证书表,reason,事由,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,case_no,文号,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,case_no,文号,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,pub_date,发布有效期,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,pub_date,发布有效期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,source,数据源类型,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,source,数据源类型,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,sub_type,废弃字段,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,sub_type,废弃字段,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,legal_rep,法人,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,legal_rep,法人,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,valid_date,有效期至,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,valid_date,有效期至,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,issue_date,发证日期2,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,issue_date,发证日期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,sup_agency,日常监督管理机构2,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,sup_agency,日常监督管理机构,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,sup_staff,日常监督管理人员2,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,sup_staff,日常监督管理人员,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,issue_agency,发证机关2,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,issue_agency,发证机关,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,issuer,签发人2,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,issuer,签发人,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,business_scope,经营范围2,,text,65535,,,,ods_sd_t_certificates,资质证书表,business_scope,经营范围,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,identity,主体业态,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,identity,主体业态,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,business_address,经营地址,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,business_address,经营地址,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,warehouse_address,仓库地址2,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,warehouse_address,仓库地址,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,credit_no,社会信用号码,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,credit_no,社会信用号码,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,ent_reg_no,注册号2,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,ent_reg_no,注册号,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,issuing_authority,发证部门,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,issuing_authority,发证部门,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,related_database_query,相关数据库查询,,text,65535,,,,ods_sd_t_certificates,资质证书表,related_database_query,相关数据库查询,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,monitoring_times,监督次数,,varchar(20),20,,,,ods_sd_t_certificates,资质证书表,monitoring_times,监督次数,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,re_certification_times,再认证次数,,varchar(20),20,,,,ods_sd_t_certificates,资质证书表,re_certification_times,再认证次数,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,shangbao_date,信息上报日期,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,shangbao_date,信息上报日期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,renzheng_item,认证项目,,text,65535,,,,ods_sd_t_certificates,资质证书表,renzheng_item,认证项目,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,market,证书使用的认可标识,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,market,证书使用的认可标识,
